Timestamp;Date;Type;Detail
15:58:49.3883266;01/12/2022;Session Status;Start;Environment: Circular;Display Mode: Plane;Dimension: 3,3,1;Browsing Mode: Online;Root URL: https://www.google.com;;
16:00:12.9709173;01/12/2022;Session Status;Stop;Environment: Circular;Display Mode: Plane;Dimension: 3,3,1;Browsing Mode: Online;Root URL: https://www.google.com;;
