Timestamp;Date;Type;Detail
02:24:30.4199445;21/12/2022;Session Status;Start;Environment: Circular;Display Mode: Plane;Dimension: 3,3,3;Browsing Mode: Local;;
02:24:36.0253456;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_005.jpg;
02:24:38.8598702;21/12/2022;Element Movement;Push;;
02:24:41.4280138;21/12/2022;Element Movement;Pull;;
02:24:43.9797245;21/12/2022;Element Movement;Pull;;
02:24:47.7567172;21/12/2022;Element Movement;Push;;
02:24:59.0684274;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_005.jpg;
02:25:02.6136174;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_004.jpg;
02:25:03.9608420;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_005.jpg;
02:25:04.7151792;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_008.jpg;
02:25:08.3130231;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_005.jpg;
02:25:41.9242763;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_004.jpg;
02:26:12.5935641;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_005.jpg;
02:27:08.7916062;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_005.jpg;
02:27:08.8606713;21/12/2022;Element Movement;Push;;
02:27:10.2839744;21/12/2022;Element Movement;Push;;
02:27:38.4366543;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_187.jpg;
02:28:08.2633132;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_187.jpg;
