Timestamp;Date;Type;Detail
19:13:16.3754109;02/12/2022;Session Status;Start;Environment: Museum;Display Mode: Museum;Browsing Mode: Online;Root URL: https://www.google.com;;
19:13:23.7971859;02/12/2022;Selection;Selected;Url: https://www.google.com;
