Timestamp;Date;Type;Detail
19:01:34.1246088;21/12/2022;Session Status;Start;Environment: Museum;Display Mode: Museum;Browsing Mode: Online;Root URL: https://www.google.com;;
19:01:47.7570972;21/12/2022;URL Change;Url: https://www.google.com;
19:02:30.6207844;21/12/2022;URL Change;Url: https://www.google.com;
