Timestamp;Date;Type;Detail
22:45:36.4314460;20/12/2022;Session Status;Start;Environment: Museum;Display Mode: Museum;Browsing Mode: Online;Root URL: https://www.google.com;;
22:45:49.3588431;20/12/2022;Selection;Selected;Url: https://www.google.com;
22:45:50.9442425;20/12/2022;Selection;Selected;Url: https://www.google.com;
22:45:52.6343962;20/12/2022;Selection;Selected;Url: https://www.google.com;
22:45:54.8470005;20/12/2022;Selection;Selected;Url: https://www.google.com;
22:45:55.9836230;20/12/2022;Selection;Selected;Url: https://www.google.com;
22:45:58.2805593;20/12/2022;Selection;Selected;Url: https://www.google.com;
22:46:08.6131263;20/12/2022;Selection;Selected;Url: https://www.google.com;
22:46:09.3156848;20/12/2022;Selection;Selected;Url: https://www.google.com;
22:46:10.3618861;20/12/2022;Selection;Selected;Url: https://www.google.com;
22:46:12.0851474;20/12/2022;Selection;Selected;Url: https://www.google.com;
22:46:13.1157914;20/12/2022;Selection;Selected;Url: https://www.google.com;
22:46:19.8128400;20/12/2022;Selection;Selected;Url: https://www.google.com;
22:46:20.0016897;20/12/2022;Selection;Selected;Url: https://www.google.com;
22:46:20.2043579;20/12/2022;Selection;Selected;Url: https://www.google.com;
22:46:23.0860982;20/12/2022;Selection;Selected;Url: https://www.google.com;
22:46:23.7866993;20/12/2022;Selection;Selected;Url: https://www.google.com;
22:46:23.9989193;20/12/2022;Selection;Selected;Url: https://www.google.com;
22:46:26.2806931;20/12/2022;Selection;Selected;Url: https://www.google.com;
22:46:27.1461386;20/12/2022;Selection;Selected;Url: https://www.google.com;
22:46:28.0632369;20/12/2022;Selection;Selected;Url: https://www.google.com;
22:46:29.3936533;20/12/2022;Selection;Selected;Url: https://www.google.com;
22:46:30.4446486;20/12/2022;Selection;Selected;Url: https://www.google.com;
22:46:32.5384409;20/12/2022;Selection;Selected;Url: https://www.google.com;
22:46:35.2898210;20/12/2022;Selection;Selected;Url: https://www.google.com;
22:47:07.8515606;20/12/2022;Selection;Selected;Url: https://sodimac.falabella.com/sodimac-cl/product/110565613/Gato-amarillo-19-cm/110565614?exp=sodimac&kid=shopp172fc&disp=1&pid=Google_w2a&gclid=EAIaIQobChMIicjUgMyJ_AIV409IAB26OQZBEAQYASABEgKxh_D_BwE;
22:47:24.8393411;20/12/2022;Category;Added;Url: https://sodimac.falabella.com/sodimac-cl/product/110565613/Gato-amarillo-19-cm/110565614?exp=sodimac&kid=shopp172fc&disp=1&pid=Google_w2a&gclid=EAIaIQobChMIicjUgMyJ_AIV409IAB26OQZBEAQYASABEgKxh_D_BwE;Name: Cat 4;
22:47:25.6082266;20/12/2022;Category;Added;Url: https://sodimac.falabella.com/sodimac-cl/product/110565613/Gato-amarillo-19-cm/110565614?exp=sodimac&kid=shopp172fc&disp=1&pid=Google_w2a&gclid=EAIaIQobChMIicjUgMyJ_AIV409IAB26OQZBEAQYASABEgKxh_D_BwE;Name: Cat 3;
22:47:26.1478876;20/12/2022;Category;Added;Url: https://sodimac.falabella.com/sodimac-cl/product/110565613/Gato-amarillo-19-cm/110565614?exp=sodimac&kid=shopp172fc&disp=1&pid=Google_w2a&gclid=EAIaIQobChMIicjUgMyJ_AIV409IAB26OQZBEAQYASABEgKxh_D_BwE;Name: Cat 2;
22:48:38.3138306;20/12/2022;Category;Added;Url: https://www.falabella.com/falabella-cl/basket;Name: Cat 1;
22:48:38.8163800;20/12/2022;Category;Added;Url: https://www.falabella.com/falabella-cl/basket;Name: Cat 2;
