Timestamp;Date;Type;Detail
01:36:36.9054137;21/12/2022;Session Status;Start;Environment: Circular;Display Mode: Plane;Dimension: 3,3,3;Browsing Mode: Local;;
01:36:44.2510398;21/12/2022;Element Movement;Left;;
01:36:45.3031104;21/12/2022;Element Movement;Right;;
01:36:47.1467926;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_005.jpg;
01:36:48.1302383;21/12/2022;Element Movement;Left;;
01:36:49.1497974;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_006.jpg;
01:36:49.2779135;21/12/2022;Element Movement;Right;;
01:36:50.1772352;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_005.jpg;
01:36:50.3393823;21/12/2022;Element Movement;Left;;
01:36:51.4599370;21/12/2022;Element Movement;Up;;
01:36:52.3252653;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_003.jpg;
01:36:52.4874127;21/12/2022;Element Movement;Down;;
01:36:53.5829349;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_006.jpg;
01:36:53.7529336;21/12/2022;Element Movement;Up;;
01:36:56.9148984;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_003.jpg;
01:36:57.1679451;21/12/2022;Element Movement;Pull;;
01:37:00.1296695;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_014.jpg;
01:37:00.4180832;21/12/2022;Element Movement;Pull;;
01:37:03.1954613;21/12/2022;Element Movement;Pull;;
01:37:05.6480201;21/12/2022;Element Movement;Push;;
01:37:08.1259003;21/12/2022;Element Movement;Push;;
01:37:11.6714999;21/12/2022;Element Movement;Push;;
01:37:15.7416039;21/12/2022;Element Movement;Push;;
01:37:18.1466461;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_196.jpg;
01:37:19.7193894;21/12/2022;Element Movement;Push;;
01:37:31.8731109;21/12/2022;Element Movement;Right;;
01:37:33.0460267;21/12/2022;Element Movement;Left;;
01:37:34.0449635;21/12/2022;Element Movement;Right;;
01:37:35.0611007;21/12/2022;Element Movement;Push;;
01:37:37.1471417;21/12/2022;Element Movement;Pull;;
01:37:39.0317056;21/12/2022;Element Movement;Pull;;
01:37:42.9349352;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_196.jpg;
01:37:48.4391102;21/12/2022;Element Movement;Push;;
01:37:51.2045925;21/12/2022;Element Movement;Pull;;
01:37:52.9774659;21/12/2022;Element Movement;Pull;;
01:37:55.2198418;21/12/2022;Element Movement;Push;;
