Timestamp;Date;Type;Detail
02:14:24.4702632;21/12/2022;Session Status;Start;Environment: Circular;Display Mode: Plane;Dimension: 3,3,3;Browsing Mode: Local;;
02:14:33.0764519;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_004.jpg;
02:14:34.7707431;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_005.jpg;
02:14:38.5832536;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_004.jpg;
02:14:39.3532065;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_005.jpg;
02:14:41.6770397;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_004.jpg;
02:14:44.1601067;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_005.jpg;
02:14:47.0738376;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_002.jpg;
02:14:52.8396693;21/12/2022;Element Movement;Push;;
02:14:59.3264112;21/12/2022;Element Movement;Pull;;
02:15:02.4963976;21/12/2022;Element Movement;Pull;;
02:15:04.9393793;21/12/2022;Element Movement;Push;;
