Timestamp;Date;Type;Detail
02:31:00.7986190;21/12/2022;Session Status;Start;Environment: Circular;Display Mode: Plane;Dimension: 3,3,3;Browsing Mode: Local;;
02:31:06.4270930;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_005.jpg;
02:31:09.9456672;21/12/2022;Element Movement;Pull;;
02:31:14.5753781;21/12/2022;Element Movement;Push;;
02:31:29.3726447;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_005.jpg;
02:32:11.5283098;21/12/2022;Element Movement;Pull;;
02:32:14.6649647;21/12/2022;Element Movement;Push;;
02:33:01.7526853;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_005.jpg;
02:33:10.3094000;21/12/2022;Element Movement;Pull;;
02:33:11.8144869;21/12/2022;Element Movement;Pull;;
02:33:14.2983350;21/12/2022;Element Movement;Push;;
