Timestamp;Date;Type;Detail
19:06:01.2611704;21/12/2022;Session Status;Start;Environment: Museum;Display Mode: Museum;Browsing Mode: Online;Root URL: https://www.google.com;;
19:06:18.8193886;21/12/2022;URL Change;Url: https://www.google.com;
19:06:19.0507480;21/12/2022;URL Change;Url: https://www.google.com;
19:06:21.0124902;21/12/2022;URL Change;Url: https://www.google.com;
