Timestamp;Date;Type;Detail
23:12:44.5196499;20/12/2022;Session Status;Start;Environment: Circular;Display Mode: Radial;Dimension: 4,3,3;Browsing Mode: Local;;
23:14:17.0062672;20/12/2022;Element Movement;Right;;
23:14:20.1236644;20/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_005.jpg;
23:14:20.2132535;20/12/2022;Element Movement;Right;;
23:14:22.0044049;20/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_006.jpg;
23:14:23.3731589;20/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_010.jpg;
23:14:25.1142234;20/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_006.jpg;
23:14:26.4533404;20/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_010.jpg;
23:14:28.7282093;20/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_006.jpg;
23:14:28.7492291;20/12/2022;Element Movement;Pull;;
23:14:31.3220604;20/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_020.jpg;
23:14:31.7537345;20/12/2022;Element Movement;Pull;;
23:14:35.4390754;20/12/2022;Element Movement;Pull;;
23:14:40.7627232;20/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_044.jpg;
23:14:41.4215351;20/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_048.jpg;
23:14:44.5083101;20/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_044.jpg;
23:14:56.1394258;20/12/2022;Category;Added;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_044.jpg;Name: Cat 3;
23:14:56.5908859;20/12/2022;Category;Added;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_044.jpg;Name: Cat 4;
23:14:57.2023308;20/12/2022;Category;Added;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_044.jpg;Name: Cat 2;
23:15:00.2125924;20/12/2022;Element Movement;Right;;
23:15:02.7444900;20/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_041.jpg;
23:15:13.9046223;20/12/2022;Category;Added;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_041.jpg;Name: Cat 3;
23:15:14.4290906;20/12/2022;Category;Added;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_041.jpg;Name: Cat 2;
23:15:15.2651919;20/12/2022;Category;Added;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_041.jpg;Name: Cat 1;
23:15:16.5489495;20/12/2022;Element Movement;Left;;
23:15:25.6100199;20/12/2022;Element Movement;Left;;
23:15:28.9847979;20/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_043.jpg;
23:15:32.4412142;20/12/2022;Category;Added;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_043.jpg;Name: Cat 4;
23:15:33.4526652;20/12/2022;Category;Added;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_043.jpg;Name: Cat 3;
23:15:36.7532991;20/12/2022;Category;Added;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_043.jpg;Name: Cat 2;
23:15:38.9352820;20/12/2022;Element Movement;Left;;
23:15:40.8310744;20/12/2022;Element Movement;Left;;
23:15:43.9046238;20/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_041.jpg;
23:15:48.0455719;20/12/2022;Element Movement;Push;;
23:15:51.0456113;20/12/2022;Element Movement;Pull;;
23:15:54.4140721;20/12/2022;Element Movement;Right;;
23:15:57.4150219;20/12/2022;Element Movement;Push;;
23:16:00.8907030;20/12/2022;Element Movement;Pull;;
23:16:06.1819721;20/12/2022;Element Movement;Right;;
23:16:08.2378035;20/12/2022;Element Movement;Right;;
23:16:12.8430295;20/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_044.jpg;
23:16:17.2270067;20/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_048.jpg;
23:16:20.4689608;20/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_044.jpg;
23:16:24.0875591;20/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_048.jpg;
23:16:25.7327272;20/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_044.jpg;
23:16:27.1662316;20/12/2022;Element Movement;Push;;
23:16:31.1622912;20/12/2022;Element Movement;Push;;
