Timestamp;Date;Type;Detail
00:23:31.6146721;21/12/2022;Session Status;Start;Environment: Circular;Display Mode: Plane;Dimension: 3,3,3;Browsing Mode: Local;;
00:23:37.2275994;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_005.jpg;
00:23:37.3813891;21/12/2022;Element Movement;Left;;
00:23:42.2874678;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_006.jpg;
00:23:42.5122640;21/12/2022;Element Movement;Right;;
00:23:43.7047711;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_005.jpg;
00:23:43.9185277;21/12/2022;Element Movement;Left;;
00:23:46.0769539;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_006.jpg;
00:23:46.2902509;21/12/2022;Element Movement;Right;;
00:23:47.7998341;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_005.jpg;
00:23:47.9801761;21/12/2022;Element Movement;Right;;
00:23:48.9574451;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_004.jpg;
00:23:49.1716397;21/12/2022;Element Movement;Pull;;
00:23:49.3453947;21/12/2022;Selection;Selected;Url: file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_014.jpg;
