Timestamp;Date;Type;Detail
21:48:34.2528889;20/12/2022;Session Status;Start;Environment: Museum;Display Mode: Museum;Browsing Mode: Online;Root URL: https://www.google.com;;
21:48:46.6330129;20/12/2022;Selection;Selected;Url: https://www.google.com;
21:48:49.7470328;20/12/2022;Selection;Selected;Url: https://www.google.com;
21:48:59.7125682;20/12/2022;Selection;Selected;Url: https://www.google.com;
21:49:04.0786544;20/12/2022;Selection;Selected;Url: https://www.google.com;
21:49:08.6122861;20/12/2022;Selection;Selected;Url: https://www.google.com;
21:49:11.5972065;20/12/2022;Selection;Selected;Url: https://www.google.com;
21:49:12.5085343;20/12/2022;Selection;Selected;Url: https://www.google.com;
21:49:15.3477120;20/12/2022;Selection;Selected;Url: https://www.google.com;
21:49:15.7835682;20/12/2022;Selection;Selected;Url: https://www.google.com;
21:49:17.7546042;20/12/2022;Selection;Selected;Url: https://www.google.com;
