Timestamp;Date;Type;Detail
18:35:35.5205901;21/12/2022;Session Status;Start;Environment: Museum;Display Mode: Museum;Browsing Mode: Online;Root URL: https://www.google.com;;
18:35:51.6394353;21/12/2022;URL Change;Url: https://www.google.com;
18:38:10.4364457;21/12/2022;URL Change;Url: https://www.google.com;
