Timestamp;Date;Type;Detail
01:02:43.5573541;04/10/2023;Session Status;Start;Environment: Circular;Display Mode: Radial;Dimension: 8,3,5;Browsing Mode: Local;;
01:02:51.4219317;04/10/2023;Selection;Selected;Url: file://C:/Home/Prod/Programa/Unity/Season%202/Proyecto%20de%20titulacion/Vortices%20try%202/vortices2/VORTICES-2%20ARRAY/VORTICES-2/Assets/StreamingAssets/images/com.oculus.shellenv-20231001-185224.jpg;
01:02:56.9089034;04/10/2023;Element Movement;Left;;
01:03:02.9798648;04/10/2023;Selection;Selected;Url: file://C:/Home/Prod/Programa/Unity/Season%202/Proyecto%20de%20titulacion/Vortices%20try%202/vortices2/VORTICES-2%20ARRAY/VORTICES-2/Assets/StreamingAssets/images/VirtualDesktop.Android-20230802-204949.jpg.meta;
01:03:05.8527607;04/10/2023;Category;Added;Url: file://C:/Home/Prod/Programa/Unity/Season%202/Proyecto%20de%20titulacion/Vortices%20try%202/vortices2/VORTICES-2%20ARRAY/VORTICES-2/Assets/StreamingAssets/images/VirtualDesktop.Android-20230802-204949.jpg.meta;Name: Actor;
01:03:12.9595566;04/10/2023;Session Status;Stop;;
