Timestamp;Date;Type;Detail
01:14:54.2900271;04/10/2023;Session Status;Start;Environment: Circular;Display Mode: Radial;Dimension: 8,3,5;Browsing Mode: Local;;
01:15:02.5948138;04/10/2023;Session Status;Stop;;
