Timestamp;Date;Type;Detail
16:35:39.2831199;01/12/2022;Session Status;Start;Environment: Museum;Display Mode: Museum;Browsing Mode: Online;Root URL: https://www.google.com;;
16:36:23.7067406;01/12/2022;Session Status;Stop;Environment: Museum;Display Mode: Museum;Browsing Mode: Online;Root URL: https://www.google.com;;
