Timestamp;Date;Type;Detail
00:43:05.9042225;26/12/2022;Session Status;Start;Environment: Museum;Display Mode: Museum;Browsing Mode: Online;Root URL: https://www.google.com;;
01:12:42.0684290;26/12/2022;Selection;Selected;Url: https://www.google.com;
