Timestamp;Date;Type;Detail
01:14:18.6966529;04/10/2023;Session Status;Start;Environment: Circular;Display Mode: Plane;Dimension: 3,4,5;Browsing Mode: Local;;
01:14:27.5257048;04/10/2023;Session Status;Stop;;
