Timestamp;Date;Type;Detail
19:40:12.3454904;26/12/2022;Session Status;Start;Environment: Museum;Display Mode: Museum;Browsing Mode: Online;Root URL: https://www.google.com;;
19:40:55.9560826;26/12/2022;URL Change;Url: https://www.google.com;
19:41:08.0157515;26/12/2022;URL Change;Url: https://www.google.com;
19:41:21.0346081;26/12/2022;URL Change;Url: https://www.google.com;
