Timestamp;Date;Type;Detail
19:08:23.7704873;26/12/2022;Session Status;Start;Environment: Museum;Display Mode: Museum;Browsing Mode: Online;Root URL: https://www.google.com;;
19:18:21.1621780;26/12/2022;URL Change;Url: https://www.google.com;
