Timestamp;Date;Type;Detail
16:30:23.9418823;01/12/2022;Session Status;Start;Environment: Circular;Display Mode: Plane;Dimension: 3,3,3;Browsing Mode: Local;;
16:30:46.9329459;01/12/2022;Session Status;Stop;Environment: Circular;Display Mode: Plane;Dimension: 3,3,3;Browsing Mode: Local;;
