Timestamp;Date;Type;Detail
17:05:06.3475196;01/12/2022;Session Status;Start;Environment: Museum;Display Mode: Museum;Browsing Mode: Online;Root URL: https://www.google.com;;
17:05:09.1385889;01/12/2022;Session Status;Stop;Environment: Museum;Display Mode: Museum;Browsing Mode: Online;Root URL: https://www.google.com;;
17:05:53.1150139;01/12/2022;Session Status;Stop;Environment: Museum;Display Mode: Museum;Browsing Mode: Online;Root URL: https://www.google.com;;
