Url;Categories
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_029.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_031.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_030.JPG;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_032.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_033.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_034.JPG;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_035.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_036.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_037.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_039.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_038.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_040.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_041.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_042.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_043.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_044.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_045.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_046.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_047.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_048.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_049.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_050.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_051.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_052.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_053.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_054.jpg;
